header,review,rating,name,location,date
Love using this company,Love using this company. My daughter loves her card and I enjoy the app to access everything super easy,5,Jessica,United States,2021-02-25
Great for Intellectual disabilities,I decide to try this for our 11 year old with intellectual disabilities. She is unable to count or add but can read numbers so I thought having an app where she could read the total amount and compare to the price of what she wants to buy would be a solution. This app has been amazing!The visuals are great with large numbers.The line graph for the items she is saving for is perfect as it helps show more vs less.The instant transfer is great.I also love how I can transfer back to me if I need to give her cash instead.She doesn't quite understand the giving yet but we set up to donate to the boys and girls club weekly so she can see it happens anyways and may eventually understand.Adding chores is easy and she often does a chore that I add on.Overall great app that helps her learn life skills and helps me be more organized about teaching them)),5,Angie S,United States,2021-02-25
Confused when funds get released.,,1,customer,United States,2021-02-25
I don’t like the fees and am having…,I don’t like the fees and am having trouble activating her card😡,2,customer,United States,2021-02-24
I Love This Card,My kids get their allowance but when they really want something they do extra to earn the money right away. I love how I can transfer money right away so they get rewarded right away!,5,Kari,United States,2021-02-24
No customer support and card doesn’t work,My child could not use the card. I tried contacting customer service and no one responded. We still are unable to use the account and can’t contact anyone. Card says insufficient fund even though there are sufficient funds.,1,customer,United States,2021-02-24
I got this card for my grandson to…,I got this card for my grandson to teach him about money management and it is working out just great. He is so excited and has been purchasing items that he has earned the money to spend.,5,customer,United States,2021-02-23
GoHenry is working great....a few small kinks.,"I am definitely liking GoHenry as is my son. A couple of things that I find a little less than optimal, which just may be for my own misunderstanding is:1) Certain gas stations (like ARCO) don't seem to take the GoHenry card. and 2) As my son is only with me half time I don't see an easy way to turn off his allowance on the weeks he is not with me. There may be a work around for this, but it wasn't obvious or easy to implement at a quick glance.Other than that I like how I can keep track of his spending.Great offering overall.",4,Merrill,United States,2021-02-23
Well made.,"Great app.Intuitive to use, easy to navigate.Never have had an issue with my account.We tried Greenlight but they were having bug issues and we couldn’t put money on the account. This is much easier and finely tuned.Thank you Gohenry!",5,customer,United States,2021-02-22
It's an awesome way to teach kids…,"It's an awesome way to teach kids responsibility, about saving, earning and financial responsibility. Me and my daughter love it! I even just ordered my step daughter one and now I cam pit money on it for her when I want too .",5,PAM,United States,2021-02-22
I never recieved the card,,1,customer,United States,2021-02-21
Don't Do It,Unreachable when problems with log in. We are unable to access our accounts all of a sudden. It is unacceptable for a company to have family funds and not be available to trouble shoot when something on their end goes wrong. We are canceling and moving to capital one.Updated language following reply. Please know Elaine's idea of responding was an automated email that offered nothing but promises to get back to me when they have more staff. It's been 48 hours now with no response.,1,Madison Medium,United States,2021-02-14
My experience with this has been good,My experience with this has been good. My daughter has been able to check her balance as well as learning to become financially responsible.,5,customer,United States,2021-02-08
